Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomePerAge,PromotionLag,Attrition
27.0,2,1,6.0,2.0,3,1.0,1,3.0,1.0,2,1.0,2,4187.0,3.8906460700602574,0,20.0,1.0,0.44419341856282035,7.334839488623078,2.4441934185628202,4.0,4.0,3.1116131628743595,0.0,3.1116131628743595,0.5191301424008904,157.16424403895493,0.0,1
43.0,2,2,12.0,2.0,1,2.0,1,3.0,2.0,7,2.0,2,9129.0,2.580369645756,1,20.0,3.0,0.5267898819186666,10.633949409593333,3.1830252952033335,3.0,8.0,7.0,4.892840472325334,7.0,0.759309689048008,210.1906613301159,0.0,1
30.0,2,2,5.0,3.0,1,3.0,0,3.0,3.0,7,2.0,1,7479.0,0.6871451434944125,0,11.0,1.0,0.0,9.687145143494412,1.6871451434944125,3.0,9.0,7.687145143494412,4.938564569516762,7.0,0.8749675351552404,246.5284393928032,0.0,1
28.0,2,1,22.0,4.0,1,2.0,1,2.0,1.0,2,2.0,2,2552.0,4.517909684854143,0,15.0,1.0,0.24104515757292888,5.3973871060676775,2.0,3.0,1.0,1.7589548424270711,0.8794774212135356,0.8794774212135356,0.3115279886339393,88.38297108762941,0.0,1
31.0,2,1,7.0,3.0,1,3.0,1,2.0,1.0,2,2.0,2,2304.0,1.806928985625155,1,13.0,1.0,0.0,3.5379526570834368,1.5965355071874225,3.0,2.0,2.0,2.0,2.0,0.6379175638966659,73.13836870998104,0.0,1
28.0,2,1,7.0,3.0,1,1.0,1,2.0,1.0,2,2.0,2,1291.0,1.0,0,12.0,3.0,0.0,0.8074009722143696,2.80740097221437,3.0,0.0,0.0,0.0,0.0,0.4037004861071848,48.03920885168894,0.0,1
29.0,2,0,9.0,3.0,1,1.0,0,1.0,1.0,2,2.0,2,2757.0,1.0,0,13.0,3.0,0.0,2.0,2.7117949468817892,3.0,2.0,2.0,2.0,2.0,0.6667,93.49610505148944,0.0,1
37.0,1,1,15.0,3.0,1,3.0,1,2.0,1.0,6,3.0,1,2436.0,6.476169309056794,1,14.0,3.0,1.0,7.156474680538975,2.8435253194610253,1.0,3.0,2.31294936107795,0.0,2.31294936107795,0.38153855032921746,66.5867703856217,0.0,1
33.0,2,1,15.0,4.0,3,1.0,1,3.0,2.0,2,1.0,2,4243.0,2.0,0,16.0,3.0,0.4093163240818052,8.18136735183639,2.4093163240818054,1.0,2.0,1.0,0.7953418379590974,1.5906836759181948,0.2727190669999477,128.09557132609032,0.0,1
29.0,2,1,8.0,3.0,1,2.0,0,1.0,1.0,2,1.0,1,2134.0,2.274677259398898,1,11.0,3.0,0.2549354518797796,6.7450645481202205,3.1077259184207713,2.0,6.0,5.7253227406011025,0.2549354518797796,5.7253227406011025,0.7976015968092989,72.96802581924808,0.0,1
29.0,2,1,7.0,3.0,5,2.0,1,2.0,1.0,8,2.0,2,3342.0,3.2195304585858997,1,13.0,1.0,1.8902347707070501,10.0,2.10976522929295,3.0,6.0,6.7804695414141,6.615821697474676,6.7804695414141,0.6264168523958061,114.01490639974726,0.0,1
37.0,1,1,13.0,3.0,3,2.0,1,2.0,1.0,7,2.0,2,4337.0,4.634568944891532,0,18.0,2.0,0.0,11.827155275542342,2.5448563149638437,2.0,2.0,2.4551436850361563,1.544856314963844,1.9102873700723122,0.2683054817768369,125.0632256745527,0.0,1
29.0,2,1,8.0,2.0,1,3.0,1,3.0,1.0,2,1.0,2,1963.0,2.044869152142338,1,13.0,2.0,0.0,7.836518641067534,1.8060864401779224,1.0,2.0,2.0897383042846758,0.5224345760711689,0.0,0.1632608050222403,76.87369490598222,0.0,1
29.0,1,1,5.0,2.0,1,2.0,1,2.0,2.0,7,1.0,1,9763.0,1.7109066987483557,0,11.0,4.0,0.6445466506258222,8.578186602503289,2.755913277190378,3.0,7.0,5.156373205006577,4.578186602503289,5.22273325312911,0.6875103820001376,333.79890271789566,0.7109066987483557,1
37.0,2,2,10.0,4.0,1,1.0,0,1.0,1.0,8,4.0,0,2783.0,2.9505020513296847,0,16.0,3.0,0.6501673504432282,6.851506153989053,1.3498326495567718,1.0,4.0,4.551171453102597,0.6501673504432282,0.34983264955677185,0.5886828266004563,74.6097232783216,0.0,1
30.0,1,1,11.0,3.0,1,2.0,0,2.0,1.0,8,2.0,1,2855.0,1.0,0,12.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,93.55630095183606,0.0,1
35.0,2,1,5.0,2.0,3,2.0,1,3.0,1.0,6,1.0,1,2416.0,5.242708776014056,1,17.0,2.0,0.0,8.0,2.0,1.0,2.0,1.560677194003514,1.121354388007028,2.439322805996486,0.3198175274924192,67.94867549410954,0.0,1
20.0,1,1,14.0,1.0,3,3.0,1,3.0,1.0,8,2.0,1,1639.0,1.0,1,19.0,3.0,0.9621237676881729,0.48106188384408644,2.0,2.0,0.0,0.0,0.0,0.0,0.0,79.23630205469219,0.0,1
49.0,2,2,6.0,3.0,2,1.0,0,3.0,3.0,7,2.0,1,8413.0,7.752489317401327,0,18.0,2.0,0.2875041086917971,10.0,2.0,2.0,7.0,6.194988495662967,6.194988495662967,6.194988495662967,0.654112954091416,174.01676572819233,0.0,1
38.0,2,2,16.0,2.0,1,3.0,0,2.0,3.0,7,1.0,1,7324.0,3.1210605305396006,0,17.0,2.0,1.7953976989523501,12.590795397904701,2.4697348673650996,2.0,9.0,7.4697348673651,1.4092046020952995,8.409204602095299,0.7133963481477792,203.14098548629843,0.0,1
34.0,2,1,2.0,3.0,1,1.0,1,2.0,1.0,2,1.0,1,3574.0,2.0,1,17.0,2.0,0.0,8.35380702951103,3.102580404370404,2.0,0.0,0.0,0.0,0.0,0.046562020926378136,107.14876604934057,0.0,1
29.0,2,1,15.0,3.0,1,2.0,1,3.0,1.0,6,2.0,2,1085.0,1.0,0,14.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.5,36.67313186499414,0.0,1
31.0,2,1,16.0,3.0,1,3.0,1,2.0,1.0,2,2.0,1,2047.0,4.572427759433466,1,17.0,2.0,0.0,6.427572240566534,3.5724277594334657,3.0,3.0,2.0,0.0,2.5724277594334657,0.4874248119527327,65.41781525470884,0.0,1
35.0,2,2,3.0,1.0,1,3.0,1,1.0,3.0,7,4.0,1,10339.0,1.0,0,11.0,1.0,0.8039769794008976,15.607953958801795,4.009942448502244,2.0,15.0,7.196023020599102,3.8821035926959606,7.196023020599102,0.9396514181372672,294.2961191566797,0.0,1
47.0,2,2,2.0,1.0,2,3.0,1,3.0,2.0,7,3.0,2,5196.0,4.0,0,16.0,2.0,0.0,12.0,3.0,2.0,5.0,3.768810432665513,3.768810432665513,1.6152044711423628,0.4082322771803367,112.5101236544819,0.0,1
40.0,1,2,27.0,4.0,3,1.0,0,2.0,2.0,7,1.0,1,4361.0,1.6616551750805415,0,16.0,3.0,1.323310350161083,8.045103424275126,4.0,3.0,5.0,3.030068949516751,1.0150344747583755,2.706758599355668,0.40354137744362095,109.237325406918,0.0,1
51.0,2,1,11.0,3.0,2,2.0,1,2.0,3.0,4,1.0,1,9992.0,7.393216349640213,1,14.0,3.0,0.6553605827336875,23.91247592086419,0.8932163496402126,2.0,8.0,7.164990368345675,3.689278834532625,7.164990368345675,0.31566916325468075,204.03352239452636,0.0,1
28.0,2,1,8.0,3.0,3,1.0,1,2.0,1.0,2,2.0,0,2364.0,5.520168109878732,0,12.0,2.0,0.47983189012126815,8.60084054939366,2.0,1.0,6.0,4.121008659272391,0.0,5.080672439514927,0.6643020244243415,82.93268054047472,0.0,1
26.0,2,1,16.0,3.0,5,1.0,1,2.0,1.0,6,2.0,2,2370.0,3.280451169964593,0,12.0,2.0,1.0,5.426817056654865,2.0,2.0,3.0,1.5731829433451356,0.0,2.4268170566548646,0.5304747378451573,88.39752120871276,0.0,1
29.0,2,2,21.0,1.0,1,3.0,0,2.0,3.0,7,1.0,1,7362.0,0.8766653778624495,0,12.0,1.0,0.8766653778624495,10.7533307557249,2.7533307557248987,1.0,10.0,7.87666537786245,3.493338488550202,9.629996133587348,0.9023068495965478,253.8925429735889,0.0,1
42.0,1,1,4.0,4.0,3,3.0,0,2.0,2.0,4,1.0,0,9949.0,7.0,1,12.0,3.0,0.0,15.97638080659968,1.9562347899302697,2.0,5.0,4.922542588195245,3.2525182520836764,4.922542588195245,0.2871580414784824,252.37496624481764,0.0,1
41.0,2,1,7.0,2.0,3,3.0,1,2.0,2.0,7,2.0,1,4909.0,1.4619428505755876,0,16.0,1.0,0.5380571494244124,10.461942850575587,3.0,2.0,9.0,3.076114298848825,3.7716571034535256,3.7716571034535256,0.7971250530204775,125.99595009236342,2.3097142528779377,1
23.0,2,1,6.0,2.0,1,2.0,1,2.0,1.0,2,3.0,0,2274.0,1.0579521199493378,1,20.0,2.0,0.9903413133417771,3.0676108066075605,2.019317373316446,3.0,3.0,2.0482934332911142,0.0289760599746689,2.0482934332911142,0.7489027731956259,98.71904776476693,0.0,1
26.0,1,1,21.0,3.0,1,1.0,0,2.0,1.0,2,2.0,2,2863.0,1.0,1,12.0,1.0,0.0002375235758845795,1.001187617879423,2.0004750471517694,3.0,1.0,0.0007125707276537385,0.0002375235758845795,0.000475047151769159,0.5000848196689484,106.04337521001332,0.0,1
32.0,2,1,21.0,2.0,3,2.0,1,3.0,2.0,4,1.0,2,9932.0,7.479898997328027,1,14.0,3.0,2.036317726058194,10.072635452116387,1.7217906356349162,3.0,2.0,1.629054180846555,0.37094581915344493,2.0,0.256621382871889,303.64483407970806,0.37094581915344493,1
29.0,2,1,14.0,3.0,3,3.0,1,2.0,1.0,2,2.0,2,3455.0,0.6160361100802743,0,12.0,2.0,0.0,3.535855559678903,2.616036110080274,2.0,3.0,2.7679277798394515,1.6160361100802743,2.7679277798394515,0.684976681160179,118.79694493345572,0.0,1
38.0,2,1,5.0,3.0,1,3.0,1,3.0,1.0,2,3.0,1,2085.0,3.067410090574747,1,14.0,3.0,0.9325899094252529,18.191078913103034,4.398884864137879,3.0,1.0,0.13482018114949423,0.0,0.13482018114949423,0.07190827943679279,53.661221630059856,0.0,1
27.0,1,1,1.0,3.0,1,1.0,0,3.0,1.0,1,3.0,1,2907.0,2.859940588505058,1,15.0,4.0,1.0,5.070029705747471,3.070029705747471,3.0,3.0,2.070029705747471,1.0,2.0,0.5250076079224218,105.03568598602862,0.0,1
28.0,2,2,12.0,3.0,1,1.0,1,2.0,2.0,7,2.0,2,5764.0,4.962058265486007,1,11.0,1.0,0.0,6.990514566371502,3.971543699114506,1.0,5.0,3.009485433628498,0.0,0.028456300885494223,0.6272015691451744,199.0837638794746,0.0,1
36.0,2,2,1.0,4.0,3,1.0,1,1.0,3.0,7,3.0,1,10597.0,4.789264656091086,1,11.0,3.0,0.0,16.841948492068315,2.0,1.0,14.0,1.3687868518406001,7.5,7.052683835977229,0.7859923364944591,288.74621040284853,6.1575550661480145,1
19.0,2,1,1.0,1.0,5,2.0,1,1.0,1.0,2,1.0,2,2324.0,0.08854341061361815,1,20.0,1.0,0.08854341061361815,1.0,4.1900980628523365,3.0,0.0,0.0,0.0,0.0,0.04427170530680907,118.6157593899826,0.0,1
47.0,2,2,1.0,2.0,2,1.0,1,2.0,2.0,7,2.0,2,5378.0,8.368411293778086,0,13.0,3.0,0.0,22.360854855493564,2.037596773206261,3.0,1.0,0.07519354641252174,0.0,0.07519354641252174,0.05624619155350233,113.95088914494421,0.0,1
23.0,2,1,7.0,1.0,1,2.0,1,2.0,1.0,6,4.0,2,2538.0,1.0,0,11.0,3.0,0.0,1.0,3.5202186731434955,2.0,1.0,0.5202186731434952,0.0,0.0,0.5,111.47253128103405,0.0,1
42.0,1,2,14.0,2.0,1,1.0,1,3.0,3.0,7,3.0,1,13645.0,6.580757207227328,1,14.0,3.0,0.0,18.77318513495405,2.0,3.0,11.0,6.419242792772672,5.323028828909311,7.419242792772672,0.55593608895828,343.9073428050899,0.5807572072273277,1
44.0,2,1,13.0,3.0,3,2.0,1,1.0,2.0,7,1.0,2,4948.0,3.6301218264140243,0,15.0,1.0,0.0,9.913252115723983,3.407530456603506,2.0,6.0,2.0,5.6415651446549795,5.6415651446549795,0.553488039155546,121.12911791973129,3.6415651446549795,1
26.0,2,1,9.0,2.0,3,2.0,1,2.0,1.0,2,2.0,0,2368.0,1.3982873839756356,0,13.0,2.0,1.0,6.805137848073093,2.0,3.0,6.0,5.008563080121823,0.6017126160243644,5.008563080121823,0.7340060363718753,91.10753759367341,0.0,1
56.0,2,1,1.0,1.0,5,3.0,1,2.0,1.0,2,3.0,0,2376.0,7.812254986664274,0,13.0,3.0,1.137549002667145,3.27509800533429,2.9083006648885696,2.0,1.0,0.2750980053342904,0.18339867022286027,0.2750980053342904,0.29257600129223704,42.14873188835945,0.0,1
27.0,2,1,5.0,3.0,1,3.0,1,3.0,1.0,6,4.0,1,2281.0,5.977221521286834,1,22.0,2.0,0.33637046382842206,3.0,3.327259072343156,3.0,1.0,0.6727409276568441,0.0,0.6727409276568441,0.41818523191421103,83.81906434745832,0.0,1
39.0,2,2,18.0,2.0,2,2.0,1,3.0,2.0,7,1.0,1,8753.0,3.045038383269046,0,21.0,3.0,0.5225191916345231,12.045038383269047,2.0,3.0,4.0,3.6576343414416614,1.5675575749035693,3.6576343414416614,0.3359275883018349,225.30544333177141,0.0,1
44.0,2,2,8.0,3.0,2,3.0,0,3.0,3.0,7,3.0,1,7598.0,1.0,0,16.0,1.0,1.4645436143692903,9.267728192815355,2.7322718071846452,3.0,9.0,8.0,6.196815421553936,7.0,0.9024363265546198,178.68649091456166,0.0,1
45.0,2,2,20.0,2.0,1,3.0,1,3.0,2.0,7,2.0,2,8927.0,3.9899609138710623,1,21.0,3.0,0.9966536379570208,12.983268189785104,2.008365905107448,3.0,8.0,7.0,3.013385448171917,7.0,0.643723205062573,194.15421133652688,0.0,1
32.0,2,2,11.0,2.0,2,2.0,0,3.0,2.0,7,3.0,2,9957.0,4.598067700387042,1,11.0,2.0,1.0653784669246948,11.859581568085822,2.6307569338493897,3.0,1.0,0.0,0.9346215330753052,0.9346215330753052,0.16312820738031386,309.12309319896576,0.9346215330753052,1
44.0,1,2,20.0,3.0,1,1.0,1,4.0,4.0,7,2.0,2,13342.0,4.594005752909764,1,16.0,3.0,0.0,22.594005752909766,2.0,2.0,6.0,2.0790201351841757,0.8910086293646466,2.3760230116390577,0.2444224459217278,305.8373174386228,0.0,1
35.0,2,1,5.0,2.0,5,3.0,1,1.0,1.0,2,2.0,0,2349.0,0.14717817830809865,0,15.0,3.0,1.220767267462148,3.441534534924296,2.8528218216919012,2.0,2.0,2.1471781783080988,1.1471781783080988,0.44153453492429584,0.5315402836114256,66.80692340133507,0.0,1
26.0,2,1,12.0,3.0,5,1.0,1,2.0,1.0,2,2.0,0,2371.0,1.715553315234242,0,13.0,3.0,1.0,5.853340054297274,2.0,3.0,4.0,3.42223342382879,0.2844466847657581,3.42223342382879,0.6106213157054033,91.19319939511324,0.0,1
30.0,2,1,8.0,3.0,1,1.0,1,2.0,1.0,6,2.0,2,1187.0,1.0,0,12.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,38.76935468528966,0.0,1
23.0,2,1,10.0,1.0,3,3.0,1,3.0,1.0,2,1.0,1,2396.0,1.0,1,15.0,3.0,0.0,2.940859519877415,3.806835885758066,3.0,2.0,0.5545312913935472,1.940859519877415,1.940859519877415,0.6078286096114752,103.36318942298459,1.386328228483868,1
22.0,2,1,7.0,1.0,3,3.0,1,2.0,1.0,2,3.0,2,3980.0,1.3586435917698627,1,11.0,1.0,0.0,4.910339102057534,2.0896608979424656,3.0,4.0,3.820678204115069,1.0,2.0,0.7944499329215297,173.75008940565462,0.0,1
32.0,2,2,15.0,3.0,2,1.0,1,2.0,2.0,7,1.0,2,5324.0,5.045100677220323,0,15.0,3.0,0.0,6.0,2.954899322779677,2.0,3.0,2.045100677220323,0.04510067722032318,2.0,0.43504037670706214,163.29278147262846,0.0,1
26.0,2,1,23.0,3.0,0,2.0,1,1.0,1.0,2,3.0,0,2343.0,1.1094675986791152,1,17.0,2.0,0.10946759867911515,1.4378703947164606,2.890532401320885,1.0,1.0,0.2189351973582303,0.0,0.2189351973582303,0.5,90.13902385032247,0.0,1
32.0,2,1,9.0,3.0,1,1.0,0,2.0,1.0,2,2.0,0,2749.0,1.0,0,14.0,3.0,0.0,2.0,1.47907535135089,3.0,2.0,2.0,2.0,2.0,0.6667,86.33646964064597,0.0,1
42.0,2,2,15.0,3.0,2,1.0,0,3.0,3.0,7,3.0,1,8000.0,1.1244375572968563,0,11.0,3.0,1.1866563359452846,10.0,2.0,3.0,8.0,6.128937098922005,0.0,4.3778122135157185,0.8072851906197122,191.5164134449044,0.0,1
27.0,2,1,17.0,3.0,3,3.0,1,3.0,1.0,6,2.0,1,2394.0,1.0,1,13.0,3.0,0.10896075610143763,7.694909882915975,2.043584302440575,3.0,7.0,1.9564156975594251,6.694909882915975,6.694909882915975,0.8719500647808605,88.55362991248367,4.782078487797125,1
20.0,2,2,8.0,3.0,1,3.0,0,2.0,1.0,2,1.0,2,1416.0,1.0,0,13.0,1.0,0.0,0.7979893221433834,3.9949733053584584,2.0,0.0,0.0,0.7979893221433834,0.0,0.3989946610716917,69.74504236823684,0.7979893221433834,1
31.0,2,1,7.0,3.0,1,3.0,1,2.0,1.0,6,3.0,2,2290.0,6.557630112986398,1,23.0,2.0,0.25898265160181366,3.5179653032036273,3.4820346967963727,3.0,2.0,0.5179653032036273,0.776947954805441,0.0,0.4010645806793379,74.0152643386729,0.25898265160181366,1
21.0,1,1,9.0,3.0,1,2.0,1,2.0,1.0,2,1.0,2,1818.0,1.0,0,21.0,1.0,0.5885542289732454,1.0,2.5885542289732455,2.0,1.0,0.4114457710267546,0.5885542289732454,0.0,0.5,86.06302987824536,0.5885542289732454,1
32.0,2,1,11.0,4.0,3,4.0,1,3.0,2.0,6,3.0,2,4705.0,7.858644120640653,0,12.0,3.0,0.017669484919918377,5.982330515080082,1.9734957726201223,2.0,4.0,2.0,1.0353389698398368,2.0,0.5730839019128683,146.82036366012204,0.017669484919918377,1
32.0,2,1,9.0,1.0,3,1.0,1,1.0,1.0,8,3.0,2,3400.0,6.536795912526012,1,13.0,1.0,2.4420994890657512,8.231602043736995,2.0,3.0,4.0,3.4632040874739882,1.6948061312109823,3.4632040874739882,0.46663379619875145,104.64455812957905,0.0,1
29.0,2,1,9.0,2.0,3,3.0,1,2.0,1.0,2,2.0,1,2590.0,3.3952093213468117,0,11.0,3.0,0.600798446442198,4.395209321346812,3.501996116105495,2.0,1.0,1.201596892884396,1.201596892884396,1.201596892884396,0.4005523242430134,87.09219529436521,0.0,1
35.0,2,1,8.0,4.0,3,3.0,1,2.0,1.0,2,1.0,2,3410.0,6.422343803051623,0,22.0,2.0,0.0,9.229791737402163,3.9037239671752704,2.0,4.0,2.9037239671752704,0.19255206564945904,2.9037239671752704,0.4749297741654076,97.35979792729862,0.0,1
31.0,2,2,6.0,3.0,2,2.0,1,1.0,2.0,7,3.0,1,6174.0,4.0,1,17.0,2.0,0.0,11.956739639253435,2.9891849098133587,2.0,6.0,6.967554729440077,6.935109458880154,6.956739639253436,0.5386849380421915,198.4187574691435,0.0,1
31.0,2,1,6.0,3.0,1,1.0,1,1.0,1.0,2,2.0,2,1286.0,1.0,0,12.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,41.49100507965615,0.0,1
43.0,2,1,1.0,2.0,5,2.0,1,2.0,1.0,2,1.0,0,2341.0,1.194959228448682,0,12.0,3.0,2.5,5.870027181034212,2.064986409482894,2.0,4.0,2.935013590517106,2.0,2.805040771551318,0.6938747714995265,55.00347911478818,0.0,1
19.0,2,1,5.0,2.0,1,2.0,1,2.0,1.0,2,2.0,2,1507.0,1.0,0,12.0,2.0,0.0,0.40158023642548746,3.0039505910637185,3.0,0.0,0.0,0.40158023642548746,0.0,0.20079011821274373,79.24280613296088,0.40158023642548746,1
24.0,2,1,4.0,1.0,1,2.0,0,3.0,2.0,2,2.0,2,4177.0,0.16217426471675456,0,18.0,1.0,0.8378257352832454,4.973045588300527,3.1621742647167546,3.0,4.0,2.1621742647167546,0.0,2.9730455883005273,0.6501280652239488,177.30854293300018,0.0,1
21.0,1,1,8.0,2.0,3,3.0,1,2.0,1.0,2,1.0,2,2591.0,2.3834151748301142,0,14.0,1.0,0.0,2.613984370635133,2.0,2.0,0.0,0.0,0.0,0.0,0.3847154020974905,121.11386319367456,0.0,1
35.0,2,1,3.0,3.0,1,1.0,1,3.0,1.0,2,1.0,0,2064.0,1.3387149644987508,1,12.0,3.0,0.8306425177506246,3.371004751491256,2.1693574822493753,2.0,1.0,0.6774299289975017,0.1693574822493754,0.0,0.4682454720782421,57.767960581383,0.0,1
32.0,2,2,8.0,3.0,1,2.0,1,1.0,2.0,7,3.0,2,6199.0,4.0,1,17.0,2.0,0.0,11.518644951860017,2.879661237965004,2.0,6.0,6.638983713895012,6.277967427790024,6.518644951860017,0.5405577928307984,191.5198613794156,0.0,1
28.0,2,1,2.0,4.0,3,1.0,1,2.0,1.0,2,3.0,2,3484.0,2.140836071443439,0,11.0,3.0,0.0,5.0,4.476527321426094,1.0,0.0,0.09389071429562601,0.09389071429562601,0.09389071429562601,0.023472678573906502,124.42479098213913,0.0,1
25.0,1,0,12.0,3.0,0,1.0,0,2.0,1.0,8,2.0,1,2877.0,1.0,0,14.0,2.0,0.6159093885087504,4.079546942543752,3.2318187770175006,3.0,4.0,1.8477281655262514,0.6159093885087504,1.2318187770175009,0.7199412426364747,114.79207241070935,0.0,1
37.0,2,2,1.0,3.0,3,1.0,1,2.0,3.0,7,2.0,1,10617.0,4.963268062573387,1,11.0,2.0,0.036731937426613626,17.11019581227984,2.0367319374266137,1.0,13.0,1.0367319374266137,7.297974344153625,6.742876438013704,0.7544788929278431,284.1716205582364,6.261242406727011,1
30.0,2,2,1.0,3.0,2,1.0,1,2.0,2.0,7,1.0,2,9718.0,1.0854594740333487,1,11.0,3.0,0.9572702629833256,10.08545947403335,3.9145405259666513,3.0,9.0,7.658162103866605,5.743621577899954,6.70089184088328,0.8735403128547236,323.50516481458493,0.0,1
27.0,2,1,12.0,3.0,5,1.0,1,2.0,1.0,2,1.0,2,2332.0,3.4786170873818976,1,14.0,3.0,2.065514239484915,3.6524113915879317,3.0,3.0,2.0,2.0,1.6524113915879317,0.3475886084120683,0.4463509409317493,86.712291058861,0.0,1
38.0,2,2,15.0,2.0,2,1.0,0,3.0,2.0,7,4.0,2,5275.0,7.2030787485195,0,13.0,2.0,0.0,9.597690938610375,3.0,2.0,5.0,2.9961515643506242,1.394612190090875,3.800769687129875,0.5383119891649251,143.61185914573562,0.0,1
33.0,1,1,4.0,3.0,1,1.0,0,3.0,1.0,2,3.0,1,2918.0,2.259555845992306,0,13.0,3.0,0.6297779229961531,5.370222077003847,3.370222077003847,3.0,4.0,2.740444154007694,0.6297779229961531,2.0,0.6322063036980737,90.13254761853705,0.0,1
19.0,2,2,8.0,1.0,1,3.0,1,2.0,1.0,8,3.0,2,1029.0,1.0,0,13.0,3.0,0.0,1.0,4.17551396544517,2.0,1.0,0.0,1.0,0.7836759769634465,0.5,52.08324637392598,1.0,1
31.0,2,1,13.0,3.0,1,1.0,0,2.0,1.0,1,4.0,0,2790.0,3.8904377999416466,1,19.0,3.0,0.0,1.9634792666472156,2.481739633323608,2.0,1.0,0.0,0.0,0.5182603666763922,0.379565091669098,88.54434908330903,0.0,1
33.0,1,1,2.0,2.0,1,2.0,1,2.0,1.0,2,2.0,2,3664.0,1.597274072430341,1,19.0,2.0,0.40272592756965897,9.389096289721364,2.402725927569659,4.0,3.0,2.819081492987613,2.013629637848295,2.4163555654179536,0.40213811685689904,115.29760897789703,0.0,1
31.0,2,1,4.0,3.0,1,1.0,1,1.0,1.0,2,2.0,2,1312.0,1.0,0,12.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,42.33909954271845,0.0,1
36.0,1,2,28.0,4.0,3,1.0,0,2.0,2.0,7,2.0,1,4450.0,1.2602333679515274,0,19.0,2.0,0.5204667359030546,11.657899688436254,4.0,3.0,9.0,5.4385997922908365,2.2192998961454182,5.918133056387782,0.6845366424339309,125.84414556784532,0.0,1
30.0,2,1,14.0,2.0,3,2.0,1,3.0,1.0,6,3.0,1,2435.0,2.0304958486294518,1,18.0,1.0,0.0,4.606735470203081,2.4847520756852743,2.0,2.0,0.5152479243147259,0.4847520756852741,1.5457437729441776,0.47135221540810124,79.92649181305072,0.4847520756852741,1
24.0,2,2,5.0,3.0,1,2.0,1,2.0,1.0,8,4.0,2,1091.0,1.0,0,17.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,0.5088136591313734,0.0,0.5,47.208636091116276,0.5088136591313734,1
38.0,2,1,22.0,2.0,3,3.0,1,2.0,1.0,2,1.0,2,3903.0,0.0183211209663785,1,13.0,1.0,0.0,5.992671551613449,2.0036642241932756,3.0,4.0,2.0,0.0036642241932757225,2.9963357758067244,0.7131483343360535,100.3817788404629,0.0,1
31.0,2,1,2.0,3.0,1,4.0,1,2.0,1.0,2,1.0,2,2302.0,1.0,1,12.0,1.0,0.10256385195379614,3.2051277039075923,2.0,3.0,3.0,2.0,2.1025638519537964,1.7948722960924077,0.7585435688677512,73.60256570897617,0.10256385195379614,1
28.0,2,1,6.0,3.0,3,2.0,1,3.0,1.0,2,3.0,2,3386.0,2.07323850356876,1,13.0,1.0,1.0732385035687602,6.292954014275041,2.46338074821562,2.0,4.0,4.6830962589219,4.6830962589219,4.6830962589219,0.6504404366709332,118.73120079867105,0.0,1
39.0,2,2,9.0,2.0,2,1.0,1,1.0,2.0,7,3.0,2,5417.0,6.942656542662204,0,13.0,4.0,1.2458747658702374,13.033001873038101,2.0,2.0,1.0,1.2458747658702374,1.2458747658702374,1.2458747658702374,0.17145785686538523,139.0918768025787,0.0,1
35.0,2,1,15.0,3.0,3,1.0,1,3.0,2.0,6,3.0,2,4778.0,5.2351012286456,0,15.0,2.0,1.0,7.9914864163689145,2.3696790102305716,2.0,1.0,0.504256791815543,0.7563851877233145,0.504256791815543,0.24288116196093407,133.66228543002597,0.2521283959077715,1
22.0,2,1,3.0,1.0,3,2.0,1,3.0,1.0,2,3.0,2,4167.0,0.03486516023382491,0,18.0,1.0,0.9651348397661751,4.104595480701475,2.965134839766175,3.0,3.0,2.0,0.24405612163677437,2.1743258011691244,0.6095879190643019,187.57305048047323,0.17432580116912455,1
32.0,2,1,10.0,3.0,3,3.0,1,3.0,2.0,7,2.0,1,4722.0,7.57968576491136,0,11.0,3.0,0.2101571175443202,6.10507855877216,2.0,3.0,4.0,2.0,1.0,2.21015711754432,0.5770322107501878,145.05883145893415,0.0,1
57.0,2,2,2.0,3.0,2,4.0,1,3.0,5.0,7,1.0,2,19331.0,6.720253632835847,1,12.0,4.0,0.13987318358207623,27.870570673880657,2.0,3.0,16.0,12.751585205224048,6.590824306716504,7.440507265671695,0.5528240200946323,335.9198918879399,0.0,1
34.0,2,1,14.0,3.0,1,2.0,1,3.0,1.0,2,3.0,1,2110.0,3.542567902226293,1,12.0,2.0,0.4574320977737073,12.489185173284488,3.1435802444342684,3.0,3.0,1.0851358044525854,0.0,0.5425679022262927,0.36197654378011834,63.02834372113822,0.0,1
